279311169,0.1664,三井住友ＤＳ－グローバルＡＩファンド,null,null,null
26431218A,0.1535,三井住友ＴＡＭ－ＳＭＴ,null,null,null
203312215,0.1535,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,null,null,null
27931419A,0.1534,三井住友ＤＳ－グローバルＡＩファンド（予想分配金提示型）,null,null,null
204312217,0.1508,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
20331318C,0.1483,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.792%以内,無期限,三菱ＵＦＪ国際投信
247312201,0.1468,Ｏｎｅ－Ｏｎｅフォーカス,null,null,null
289312218,0.1406,ＳＢＩ－ＳＢＩ・ＧＳ,0.48％程度,無期限,ＳＢＩアセットマネジメント
289313218,0.14,ＳＢＩ－ＳＢＩ・ＧＳ,0.48％程度,無期限,ＳＢＩアセットマネジメント
247316169,0.1352,Ｏｎｅ－グローバル・ハイクオリティ成長株式ファンド（為替ヘッジなし）,null,null,null
204315213,0.1324,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
203312223,0.1324,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,null,null,null
203312968,0.1292,三菱ＵＦＪ国際－三菱ＵＦＪ,null,null,null
204316203,0.1283,大和－ＮＹダウ・トリプル・レバレッジ,1.1％,2030/03/29,大和アセットマネジメント
29I311096,0.1271,楽天－楽天日本株トリプル・ブル,1.023%,2025/06/13,楽天投信投資顧問
27931519A,0.1259,三井住友ＤＳ－グローバルＡＩファンド（為替ヘッジあり予想分配金提示型）,null,null,null
242311162,0.1257,ピクテ－ｉＴｒｕｓｔロボ,null,null,null
20331218C,0.1252,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.792%以内,無期限,三菱ＵＦＪ国際投信
245311225,0.1249,ＳＯＭＰＯ－ＳＯＭＰＯスイッチ,null,null,null
203315177,0.122,三菱ＵＦＪ国際－サイバーセキュリティ株式オープン（為替ヘッジなし）,1.87%,2032/06/04,三菱ＵＦＪ国際投信
203319211,0.1218,三菱ＵＦＪ国際－サイバーセキュリティ株式オープン為替ヘッジなし予想分配金提示型,null,null,null
204315188,0.1204,大和－ｉＦｒｅｅレバレッジ,0.99%,無期限,大和アセットマネジメント
204317188,0.1202,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
202314208,0.1202,日興－インデックスファンドＮＡＳＤＡＱ１００（アメリカ株式）,null,null,null
20331A211,0.12,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.44％以内,無期限,三菱ＵＦＪ国際投信
297312216,0.1197,ＰａｙＰａｙ－ＰａｙＰａｙ投信,null,null,null
225312203,0.1196,農林中金－ＮＺＡＭ・レバレッジ,0.88％,無期限,農林中金全共連アセットマネジメント
225316203,0.1192,農林中金－ＮＺＡＭ・ベータ,0.44％,無期限,農林中金全共連アセットマネジメント
242313177,0.1176,ピクテ－ｉＴｒｕｓｔプレミアム・ブランド,null,null,null
202312188,0.1158,日興－グローバル・スペース株式ファンド（１年決算型）,1.925%,2028/06/07,日興アセットマネジメント
264311137,0.1134,三井住友ＴＡＭ－米国成長株式ファンド,null,null,null
sbi_trust_code,ER,title,fee,last_day,firm
204314208,0.3096,大和－ｉＦｒｅｅレバレッジ,1.275％以内,無期限,大和アセットマネジメント
20431720A,0.3027,大和－ＮＡＳＤＡＱ１００,通常時1.52375％以内／安定運用時0.088％,2023/10/20,大和アセットマネジメント
210311222,0.2445,Ｔ＆Ｄ－Ｓ＆Ｐ５００・４倍ブル型ファンド,1.243％,2025/02/17,Ｔ＆Ｄアセットマネジメント
204313215,0.226,大和－テーマレバレッジ,1.4055％程度,2026/03/27,大和アセットマネジメント
20431B214,0.2191,大和－ｉＦｒｅｅレバレッジ,1.224％程度,無期限,大和アセットマネジメント
20431218A,0.1959,大和－ｉＦｒｅｅレバレッジ,0.99%,無期限,大和アセットマネジメント
202311207,0.1933,日興－デジタル・トランスフォーメーション株式ファンド,1.7985％,2030/06/07,日興アセットマネジメント
202311215,0.1898,日興－デジタル・トランスフォーメーション株式ファンド（予想分配金提示型）,1.7985％,2030/06/07,日興アセットマネジメント
28931317C,0.1849,ＳＢＩ－ＳＢＩ,0.968%,2023/12/05,ＳＢＩアセットマネジメント
29I31115A,0.1848,楽天－楽天日本株４．３倍ブル,1.243%,2025/06/13,楽天投信投資顧問
204311181,0.1786,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
203313195,0.1769,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.792%以内,無期限,三菱ＵＦＪ国際投信
204312212,0.1766,大和－ｉＦｒｅｅレバレッジ,1.169％程度,無期限,大和アセットマネジメント
203313215,0.1751,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,null,null,null
20231116C,0.1726,日興－グローバル・フィンテック株式ファンド,1.925%,2026/12/07,日興アセットマネジメント
202312179,0.1721,日興－グローバル・フィンテック株式ファンド（年２回決算型）,null,null,null
20331419B,0.1719,三菱ＵＦＪ国際－米国ＩＰＯニューステージ・ファンド＜為替ヘッジなし＞年２回決算型,null,null,null
20331319B,0.1716,三菱ＵＦＪ国際－米国ＩＰＯニューステージ・ファンド＜為替ヘッジなし＞資産成長型,null,null,null
204314214,0.1669,大和－テーマレバレッジ,1.4055％程度,2026/03/27,大和アセットマネジメント
279311169,0.1664,三井住友ＤＳ－グローバルＡＩファンド,null,null,null
26431218A,0.1535,三井住友ＴＡＭ－ＳＭＴ,null,null,null
203312215,0.1535,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,null,null,null
27931419A,0.1534,三井住友ＤＳ－グローバルＡＩファンド（予想分配金提示型）,null,null,null
204312217,0.1508,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
20331318C,0.1483,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.792%以内,無期限,三菱ＵＦＪ国際投信
247312201,0.1468,Ｏｎｅ－Ｏｎｅフォーカス,null,null,null
289312218,0.1406,ＳＢＩ－ＳＢＩ・ＧＳ,0.48％程度,無期限,ＳＢＩアセットマネジメント
289313218,0.14,ＳＢＩ－ＳＢＩ・ＧＳ,0.48％程度,無期限,ＳＢＩアセットマネジメント
247316169,0.1352,Ｏｎｅ－グローバル・ハイクオリティ成長株式ファンド（為替ヘッジなし）,null,null,null
204315213,0.1324,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
203312223,0.1324,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,null,null,null
203312968,0.1292,三菱ＵＦＪ国際－三菱ＵＦＪ,null,null,null
204316203,0.1283,大和－ＮＹダウ・トリプル・レバレッジ,1.1％,2030/03/29,大和アセットマネジメント
29I311096,0.1271,楽天－楽天日本株トリプル・ブル,1.023%,2025/06/13,楽天投信投資顧問
27931519A,0.1259,三井住友ＤＳ－グローバルＡＩファンド（為替ヘッジあり予想分配金提示型）,null,null,null
242311162,0.1257,ピクテ－ｉＴｒｕｓｔロボ,null,null,null
20331218C,0.1252,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.792%以内,無期限,三菱ＵＦＪ国際投信
245311225,0.1249,ＳＯＭＰＯ－ＳＯＭＰＯスイッチ,null,null,null
203315177,0.122,三菱ＵＦＪ国際－サイバーセキュリティ株式オープン（為替ヘッジなし）,1.87%,2032/06/04,三菱ＵＦＪ国際投信
203319211,0.1218,三菱ＵＦＪ国際－サイバーセキュリティ株式オープン為替ヘッジなし予想分配金提示型,null,null,null
204315188,0.1204,大和－ｉＦｒｅｅレバレッジ,0.99%,無期限,大和アセットマネジメント
204317188,0.1202,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
202314208,0.1202,日興－インデックスファンドＮＡＳＤＡＱ１００（アメリカ株式）,null,null,null
20331A211,0.12,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.44％以内,無期限,三菱ＵＦＪ国際投信
297312216,0.1197,ＰａｙＰａｙ－ＰａｙＰａｙ投信,null,null,null
225312203,0.1196,農林中金－ＮＺＡＭ・レバレッジ,0.88％,無期限,農林中金全共連アセットマネジメント
225316203,0.1192,農林中金－ＮＺＡＭ・ベータ,0.44％,無期限,農林中金全共連アセットマネジメント
242313177,0.1176,ピクテ－ｉＴｒｕｓｔプレミアム・ブランド,null,null,null
202312188,0.1158,日興－グローバル・スペース株式ファンド（１年決算型）,1.925%,2028/06/07,日興アセットマネジメント
264311137,0.1134,三井住友ＴＡＭ－米国成長株式ファンド,null,null,null
sbi_trust_code,ER,title,fee,last_day,firm
204314208,0.3096,大和－ｉＦｒｅｅレバレッジ,1.275％以内,無期限,大和アセットマネジメント
20431720A,0.3027,大和－ＮＡＳＤＡＱ１００,通常時1.52375％以内／安定運用時0.088％,2023/10/20,大和アセットマネジメント
210311222,0.2445,Ｔ＆Ｄ－Ｓ＆Ｐ５００・４倍ブル型ファンド,1.243％,2025/02/17,Ｔ＆Ｄアセットマネジメント
204313215,0.226,大和－テーマレバレッジ,1.4055％程度,2026/03/27,大和アセットマネジメント
20431B214,0.2191,大和－ｉＦｒｅｅレバレッジ,1.224％程度,無期限,大和アセットマネジメント
20431218A,0.1959,大和－ｉＦｒｅｅレバレッジ,0.99%,無期限,大和アセットマネジメント
202311207,0.1933,日興－デジタル・トランスフォーメーション株式ファンド,1.7985％,2030/06/07,日興アセットマネジメント
202311215,0.1898,日興－デジタル・トランスフォーメーション株式ファンド（予想分配金提示型）,1.7985％,2030/06/07,日興アセットマネジメント
28931317C,0.1849,ＳＢＩ－ＳＢＩ,0.968%,2023/12/05,ＳＢＩアセットマネジメント
29I31115A,0.1848,楽天－楽天日本株４．３倍ブル,1.243%,2025/06/13,楽天投信投資顧問
204311181,0.1786,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
203313195,0.1769,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.792%以内,無期限,三菱ＵＦＪ国際投信
204312212,0.1766,大和－ｉＦｒｅｅレバレッジ,1.169％程度,無期限,大和アセットマネジメント
203313215,0.1751,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,null,null,null
20231116C,0.1726,日興－グローバル・フィンテック株式ファンド,1.925%,2026/12/07,日興アセットマネジメント
202312179,0.1721,日興－グローバル・フィンテック株式ファンド（年２回決算型）,null,null,null
20331419B,0.1719,三菱ＵＦＪ国際－米国ＩＰＯニューステージ・ファンド＜為替ヘッジなし＞年２回決算型,null,null,null
20331319B,0.1716,三菱ＵＦＪ国際－米国ＩＰＯニューステージ・ファンド＜為替ヘッジなし＞資産成長型,null,null,null
204314214,0.1669,大和－テーマレバレッジ,1.4055％程度,2026/03/27,大和アセットマネジメント
279311169,0.1664,三井住友ＤＳ－グローバルＡＩファンド,null,null,null
26431218A,0.1535,三井住友ＴＡＭ－ＳＭＴ,null,null,null
203312215,0.1535,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,null,null,null
27931419A,0.1534,三井住友ＤＳ－グローバルＡＩファンド（予想分配金提示型）,null,null,null
204312217,0.1508,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
20331318C,0.1483,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.792%以内,無期限,三菱ＵＦＪ国際投信
247312201,0.1468,Ｏｎｅ－Ｏｎｅフォーカス,null,null,null
289312218,0.1406,ＳＢＩ－ＳＢＩ・ＧＳ,0.48％程度,無期限,ＳＢＩアセットマネジメント
289313218,0.14,ＳＢＩ－ＳＢＩ・ＧＳ,0.48％程度,無期限,ＳＢＩアセットマネジメント
247316169,0.1352,Ｏｎｅ－グローバル・ハイクオリティ成長株式ファンド（為替ヘッジなし）,null,null,null
204315213,0.1324,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
203312223,0.1324,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,null,null,null
203312968,0.1292,三菱ＵＦＪ国際－三菱ＵＦＪ,null,null,null
204316203,0.1283,大和－ＮＹダウ・トリプル・レバレッジ,1.1％,2030/03/29,大和アセットマネジメント
29I311096,0.1271,楽天－楽天日本株トリプル・ブル,1.023%,2025/06/13,楽天投信投資顧問
27931519A,0.1259,三井住友ＤＳ－グローバルＡＩファンド（為替ヘッジあり予想分配金提示型）,null,null,null
242311162,0.1257,ピクテ－ｉＴｒｕｓｔロボ,null,null,null
20331218C,0.1252,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.792%以内,無期限,三菱ＵＦＪ国際投信
245311225,0.1249,ＳＯＭＰＯ－ＳＯＭＰＯスイッチ,null,null,null
203315177,0.122,三菱ＵＦＪ国際－サイバーセキュリティ株式オープン（為替ヘッジなし）,1.87%,2032/06/04,三菱ＵＦＪ国際投信
203319211,0.1218,三菱ＵＦＪ国際－サイバーセキュリティ株式オープン為替ヘッジなし予想分配金提示型,null,null,null
204315188,0.1204,大和－ｉＦｒｅｅレバレッジ,0.99%,無期限,大和アセットマネジメント
204317188,0.1202,大和－ｉＦｒｅｅＮＥＸＴ,null,null,null
202314208,0.1202,日興－インデックスファンドＮＡＳＤＡＱ１００（アメリカ株式）,null,null,null
20331A211,0.12,三菱ＵＦＪ国際－ｅＭＡＸＩＳ,0.44％以内,無期限,三菱ＵＦＪ国際投信
297312216,0.1197,ＰａｙＰａｙ－ＰａｙＰａｙ投信,null,null,null
225312203,0.1196,農林中金－ＮＺＡＭ・レバレッジ,0.88％,無期限,農林中金全共連アセットマネジメント
225316203,0.1192,農林中金－ＮＺＡＭ・ベータ,0.44％,無期限,農林中金全共連アセットマネジメント
242313177,0.1176,ピクテ－ｉＴｒｕｓｔプレミアム・ブランド,null,null,null
202312188,0.1158,日興－グローバル・スペース株式ファンド（１年決算型）,1.925%,2028/06/07,日興アセットマネジメント
264311137,0.1134,三井住友ＴＡＭ－米国成長株式ファンド,null,null,null
