セゾン－セゾン・バンガード・グローバルバランスファンド	セゾン投信	+3.34%	null	null	0.56％±0.02％程度	323,824百万円	このファンド1本で世界中に分散投資することができます。地域別の投資比率は市場の規模に応じて変化するので、手間なく市場の変化に対応できます。株式と債券へ半分ずつ投資することにより、リスクを抑えながら安定したリターンの獲得を目指します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=296311073&int_fd=fund:psearch:search_result
三菱ＵＦＪ国際－グローバル・ソブリン・オープン（毎月決算型）	三菱ＵＦＪ国際投信	+1.24%	1997/12/18	無期限	1.375%	319,478百万円	世界主要先進国のソブリン債券に分散投資し、長期的に安定した収益確保と信託財産の成長を目指します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20331397C&int_fd=fund:psearch:search_result
日興－ラサール・グローバルＲＥＩＴファンド（毎月分配型）	日興アセットマネジメント	+2.97%	2004/03/26	無期限	1.65%	318,215百万円	1.世界各国の不動産投資信託（REIT)を中心に幅広く分散投資を行うファンドです。Ｓ＆Ｐ先進国ＲＥＩＴ指数（円ベース）を参考指標とします。<br>2.原則として毎月収益分配を目指します。決算日は毎月5日です。<br>3.運用はラサールインベストメントマネジメントが担当します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=202313043&int_fd=fund:psearch:search_result
日興－財産３分法ファンド（不動産・債券・株式）毎月分配型	日興アセットマネジメント	-7.62%	2003/08/05	無期限	1.045%	309,489百万円	「不動産」、「債券」および「株式」の3つの異なる資産に分散投資を行ない、高いインカム収益の確保を図るとともに、安定した信託財産の成長をめざします。各資産の基本組入比率は、不動産等25％、債券50％、株式25％とします。原則として、毎月、安定した収益分配を行なうことをめざします。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=202312038&int_fd=fund:psearch:search_result
キャピタル・インターナショナル－キャピタル世界株式ファンド	キャピタル・インターナショナル	-6.14%	2007/10/29	無期限	1.701%程度	294,030百万円	世界各国の株式等へ分散投資をすることで信託財産の中長期的な成長を目指した運用を行ないます。キャピタルグループのグローバルな調査力・運用力を活用します。複数のポートフォリオ・マネジャーが運用に携わることによって、投資対象やアイデアの分散を図り、安定的かつ継続的な運用成果の獲得を目指します。決算回数と為替ヘッジの有無が異なる4つのファンドからお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=29331107A&int_fd=fund:psearch:search_result
ピクテ－ピクテ・マルチアセット・アロケーション・ファンド	ピクテ投信投資顧問	-4.88%	null	null	2%程度＋成功報酬	289,196百万円	世界中の株式や公社債など様々な資産を投資対象とします。ピクテ・グループが運用する投資信託証券を主要投資対象とします。投資信託証券への投資にあたっては、市場環境に応じて各資産の収益とそのリスク見通しを分析して指定投資信託証券の中から選択し、その配分比率を決定します。また、組入資産および配分比率については、適宜見直しを行います。オルタナティブ戦略も取り入れます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=24231113C&int_fd=fund:psearch:search_result
野村－ダブル・ブレイン	野村アセットマネジメント	-5.89%	null	null	2.013％程度	266,476百万円	世界各国の株式、債券等を主要投資対象とし、株式、債券、商品等に関連するデリバティブ取引、為替予約取引等を実質的な主要取引対象とします。市場動向に追随する戦略（ダイバーシファイド戦略）と投資対象の下落リスクを抑制する戦略（ターゲットリスク戦略）で構成され、各戦略のリスク水準を勘案し、マン・ソリューションズ・リミテッドが投資配分比率を決定します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20131118B&int_fd=fund:psearch:search_result
三井住友ＤＳ－グローバルＡＩファンド（予想分配金提示型）	三井住友ＤＳアセットマネジメント	-23.69%	null	null	1.925％	251,373百万円	世界の上場株式の中から、ＡＩ（人工知能）の進化、応用により高い成長が期待される企業の株式に投資を行います。ＡＩテクノロジーの開発のほか、ＡＩの開発に必要なコンピューティング技術、ＡＩを活用したサービス、ソフトウェア・アプリケーションの提供を行う企業や、ＡＩを活用したサービスを駆使して自社ビジネスを成長させる企業等に投資を行います。原則として為替ヘッジは行いません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=27931419A&int_fd=fund:psearch:search_result
大和－ロボット・テクノロジー関連株ファンド	大和アセットマネジメント	-16.17%	2015/12/07	2025/09/12	1.815%程度	236,674百万円	日本を含む世界のロボット関連企業の株式に投資します。株式の運用は、アクサ・インベストメント・マネージャーズが担当します。毎年3月13日と9月13日に決算をおこない、収益分配方針に基づいて収益の分配をおこないます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20431115C&int_fd=fund:psearch:search_result
東京海上－東京海上・円資産バランスファンド年１回決算型	東京海上アセットマネジメント	-2.14%	null	null	0.924%	232,801百万円	主として、マザーファンド受益証券への投資を通じて、国内の複数の資産（債券、株式、REIT）に分散投資し、信託財産の着実な成長と安定した収益の確保を目指して運用を行います。各資産への配分比率は、日本債券70%、日本株式15%、日本REIT15%を基本とします。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=24931114B&int_fd=fund:psearch:search_result
日興－インデックスファンド２２５	日興アセットマネジメント	-0.84%	null	null	0.572%以内	232,405百万円	長期的成長と株式市場の動きを捉えることを目標に、日経平均株価（225種・東証）に連動する投資成果を目指します	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=202311886&int_fd=fund:psearch:search_result
日興－デジタル・トランスフォーメーション株式ファンド	日興アセットマネジメント	-49.78%	2020/07/31	2030/06/07	1.7985％	230,220百万円	今後の成長が期待されるゼロ・コンタクト・ビジネス（非接触型ビジネス）関連企業の株式に投資します。イノベーションにフォーカスした調査に強みを持つ、米国のアーク・インベストメント・マネジメント・エルエルシー（アーク社）からの助言をもとに、日興アセットマネジメントアメリカズ・インクがポートフォリオを構築します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=202311207&int_fd=fund:psearch:search_result
Ｏｎｅ－日経２２５ノーロードオープン	アセットマネジメントＯｎｅ	-1.02%	1998/08/21	無期限	0.55%	218,133百万円	国内の株式を投資対象とし、日経平均株価の動きに連動する成果を目標に運用を行うインデックスファンドです。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=247311988&int_fd=fund:psearch:search_result
レオス－ひふみワールド＋	レオス・キャピタルワークス	-5.60%	2019/12/13	無期限	1.628％以内	214,190百万円	日本を除く世界各国の株式等を主要な投資対象とし、成長性が高いと判断される銘柄を中心に選別して投資します。長期的な産業のトレンドを勘案しつつ、定性・定量の両方面から徹底的な調査・分析を行ない、業種や企業規模にとらわれることなく、長期的な将来価値に対してその時点での市場価値が割安と考えられる銘柄に長期的に選別投資します。株式の組入比率は状況に応じて変化します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=29C31119C&int_fd=fund:psearch:search_result
三井住友ＤＳ－イノベーティブ・カーボンニュートラル戦略ファンド	三井住友ＤＳアセットマネジメント	+10.17%	null	null	1.925％	211,907百万円	世界の取引所に上場している株式から、主として脱炭素化社会実現に向けた取り組みやイノベーションに貢献する企業、あるいはその恩恵を受けることが期待される企業の株式に投資を行います。アリアンツ・グローバル・インベスターズU.S.LLCが実質的な運用を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=279312213&int_fd=fund:psearch:search_result
三菱ＵＦＪ国際－グローバル・ヘルスケア＆バイオ・ファンド	三菱ＵＦＪ国際投信	+6.89%	null	null	2.42%	207,634百万円	グローバル・ヘルスケア＆バイオ・オープンマザーファンド受益証券を通じて、世界主要先進国市場の中から、製薬会社、バイオテクノロジー、医療製品、医療・健康サービス関連企業等の株式に分散投資を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=203316042&int_fd=fund:psearch:search_result
ニッセイ－ニッセイ日経２２５インデックスファンド	ニッセイアセットマネジメント	-0.76%	2004/01/28	無期限	0.275%	204,493百万円	「ニッセイ日経225インデックスマザーファンド」を通じて、実質的に国内の証券取引所上場株式に投資することにより、日経平均株価（225種・東証）の動きに連動する成果を目標に運用を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=229311041&int_fd=fund:psearch:search_result
野村－野村ＰＩＭＣＯ・世界インカム戦略ファンドＡコース為替ヘッジあり年２回決算型	野村アセットマネジメント	-8.49%	null	null	1.848%	204,379百万円	世界各国（新興国を含みます。）の債券等（国債、政府機関債、社債、モーゲージ証券、資産担保証券、ハイ・イールド債券、企業向け貸付債権（バンクローン）等）および派生商品等を実質的な主要投資対象とします。分配頻度、投資する外国投資信託において為替ヘッジの有無の異なる、4本のファンドで構成されています。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=201317164&int_fd=fund:psearch:search_result
Ｏｎｅ－たわらノーロード	アセットマネジメントＯｎｅ	+4.02%	2015/12/18	無期限	0.10989%以内	203,932百万円	ＭＳＣＩコクサイ・インデックス（円換算ベース、配当込み、為替ヘッジなし）に連動する投資成果をめざして運用を行います。外国株式パッシブ・ファンド・マザーファンドへの投資を通じて、主として海外の金融商品取引所に上場している株式に実質的に投資します。年１回決算を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=24731B15C&int_fd=fund:psearch:search_result
Ｏｎｅ－リスク抑制世界８資産バランスファンド	アセットマネジメントＯｎｅ	-7.60%	2016/10/24	2027/07/12	0.759％	200,289百万円	国内外の8資産に分散投資を行い、中長期的に安定的なリターンの獲得を目指します。基本配分戦略による「変動要因」の徹底した分散に加えて、市場下落局面でも負けにくい安定的な運用を目指します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=24731416A&int_fd=fund:psearch:search_result
セゾン－セゾン資産形成の達人ファンド	セゾン投信	-3.27%	2007/03/15	無期限	1.34％±0.2％程度	198,068百万円	海外および日本の株式に幅広く分散投資します。それぞれの地域に強みを持ち、安全性や長期的な収益力を基準に選別投資を行うファンドへ投資を行います。各ファンドが投資対象とする株式市場の規模などを考慮しながら、長期的な視点で資産配分を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=296312073&int_fd=fund:psearch:search_result
野村－のむラップ・ファンド（普通型）	野村アセットマネジメント	+1.43%	null	null	1.353%	194,071百万円	国内株式、国内債券、外国株式、外国債券、世界各国（日本を含む）のREITに分散投資を行います。助言会社である野村證券株式会社は独自に開発したモデルを用い、より効率的と想定される投資配分比率を算出します。リスク水準が異なる「保守型」、「やや保守型」、「普通型」、「やや積極型」、「積極型」の5つのファンドがあります。原則として為替ヘッジを行いません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=201313103&int_fd=fund:psearch:search_result
楽天－楽天・全世界株式インデックス・ファンド	楽天投信投資顧問	+3.19%	2017/09/29	無期限	0.202%程度	188,665百万円	全世界の株式市場の動きをとらえることを目指して、FTSEグローバル・オールキャップ・インデックス（円換算ベース）に連動する投資成果を目標として運用を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=29I311179&int_fd=fund:psearch:search_result
ＪＰＭ－ＪＰＭベスト・インカム（毎月決算型）	ＪＰモルガン・アセット・マネジメント	-9.03%	null	null	1.62%程度	181,126百万円	世界の債券、株式、リート（ＲＥＩＴ）、その他の有価証券を投資対象とし、高いインカム収益および値上がり益が期待できるアセットクラスに分散投資します。市場環境等の変化に応じて組入れるアセットクラスおよびその配分を機動的に変更します。決算頻度が異なる毎月決算型と年1回決算型からお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=217312149&int_fd=fund:psearch:search_result
三菱ＵＦＪ国際－モルガン・スタンレーグローバル・プレミアム株式ＯＰ為替ヘッジなし	三菱ＵＦＪ国際投信	+3.51%	2012/02/17	2037/02/20	1.98%	172,801百万円	世界各国の株式のうち、プレミアム企業の株式に投資を行い、中長期的な値上がり益の獲得を目指します。銘柄の選定に際しては、長期保有を視野に徹底的なボトムアップ・アプローチを行い、利益成長の持続可能性を多面的に分析します。為替ヘッジの有無により、「為替ヘッジあり」および「為替ヘッジなし」があります。年一回の決算を行い、収益分配方針に基づいて分配を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20331212E&int_fd=fund:psearch:search_result
日興－グローバル３倍３分法ファンド（１年決算型）	日興アセットマネジメント	-15.30%	null	null	0.484%程度	171,773百万円	世界（日本を含む）の株式、REITおよび債券などに分散投資を行ないます。世界の株式やREITに加えて、株価指数先物取引や国債先物取引などを活用することで、信託財産の純資産総額の3倍相当額の投資を行ないます。「1年決算型」と「隔月分配型」の2つのファンドからお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20231118A&int_fd=fund:psearch:search_result
Ｏｎｅ－ＭＨＡＭ株式インデックスファンド２２５	アセットマネジメントＯｎｅ	-0.84%	1985/10/25	無期限	0.55%	164,334百万円	日経225に連動する投資効果を目指し、200～225銘柄に同指数における個別銘柄の比率と同程度となるように投資します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=24731285A&int_fd=fund:psearch:search_result
三井住友ＴＡＭ－ＮＷＱフレキシブル・インカムファンド為替ヘッジなし（毎月決算型）	三井住友トラスト・アセットマネジメント	+4.32%	2018/12/06	2028/11/27	1.6775%程度	161,750百万円	主として日本を含む世界の米ドル建株式、債券（投資適格債券のほかハイイールド債券を含みます）、その他の資産（ハイブリッド証券等）に分散投資し、相対的に高いインカム収益および値上がり益の獲得を目指します。為替ヘッジの有無と決算頻度の異なる4つのファンドからお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=26431218C&int_fd=fund:psearch:search_result
